ImageNumber,ObjectNumber,FileName_Brightfield,FileName_Fluorescence,PathName_Brightfield,PathName_Fluorescence,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_SpheroidMask,RadialDistribution_FracAtD_Fluorescence_1of6,RadialDistribution_FracAtD_Fluorescence_2of6,RadialDistribution_FracAtD_Fluorescence_3of6,RadialDistribution_FracAtD_Fluorescence_4of6,RadialDistribution_FracAtD_Fluorescence_5of6,RadialDistribution_FracAtD_Fluorescence_6of6,RadialDistribution_MeanFrac_Fluorescence_1of6,RadialDistribution_MeanFrac_Fluorescence_2of6,RadialDistribution_MeanFrac_Fluorescence_3of6,RadialDistribution_MeanFrac_Fluorescence_4of6,RadialDistribution_MeanFrac_Fluorescence_5of6,RadialDistribution_MeanFrac_Fluorescence_6of6,RadialDistribution_RadialCV_Fluorescence_1of6,RadialDistribution_RadialCV_Fluorescence_2of6,RadialDistribution_RadialCV_Fluorescence_3of6,RadialDistribution_RadialCV_Fluorescence_4of6,RadialDistribution_RadialCV_Fluorescence_5of6,RadialDistribution_RadialCV_Fluorescence_6of6,RadialDistribution_ZernikeMagnitude_Fluorescence_0_0,RadialDistribution_ZernikeMagnitude_Fluorescence_1_1,RadialDistribution_ZernikeMagnitude_Fluorescence_2_0,RadialDistribution_ZernikeMagnitude_Fluorescence_2_2,RadialDistribution_ZernikeMagnitude_Fluorescence_3_1,RadialDistribution_ZernikeMagnitude_Fluorescence_3_3,RadialDistribution_ZernikeMagnitude_Fluorescence_4_0,RadialDistribution_ZernikeMagnitude_Fluorescence_4_2,RadialDistribution_ZernikeMagnitude_Fluorescence_4_4,RadialDistribution_ZernikeMagnitude_Fluorescence_5_1,RadialDistribution_ZernikeMagnitude_Fluorescence_5_3,RadialDistribution_ZernikeMagnitude_Fluorescence_5_5,RadialDistribution_ZernikeMagnitude_Fluorescence_6_0,RadialDistribution_ZernikeMagnitude_Fluorescence_6_2,RadialDistribution_ZernikeMagnitude_Fluorescence_6_4,RadialDistribution_ZernikeMagnitude_Fluorescence_6_6,RadialDistribution_ZernikeMagnitude_Fluorescence_7_1,RadialDistribution_ZernikeMagnitude_Fluorescence_7_3,RadialDistribution_ZernikeMagnitude_Fluorescence_7_5,RadialDistribution_ZernikeMagnitude_Fluorescence_7_7,RadialDistribution_ZernikeMagnitude_Fluorescence_8_0,RadialDistribution_ZernikeMagnitude_Fluorescence_8_2,RadialDistribution_ZernikeMagnitude_Fluorescence_8_4,RadialDistribution_ZernikeMagnitude_Fluorescence_8_6,RadialDistribution_ZernikeMagnitude_Fluorescence_8_8,RadialDistribution_ZernikeMagnitude_Fluorescence_9_1,RadialDistribution_ZernikeMagnitude_Fluorescence_9_3,RadialDistribution_ZernikeMagnitude_Fluorescence_9_5,RadialDistribution_ZernikeMagnitude_Fluorescence_9_7,RadialDistribution_ZernikeMagnitude_Fluorescence_9_9,RadialDistribution_ZernikePhase_Fluorescence_0_0,RadialDistribution_ZernikePhase_Fluorescence_1_1,RadialDistribution_ZernikePhase_Fluorescence_2_0,RadialDistribution_ZernikePhase_Fluorescence_2_2,RadialDistribution_ZernikePhase_Fluorescence_3_1,RadialDistribution_ZernikePhase_Fluorescence_3_3,RadialDistribution_ZernikePhase_Fluorescence_4_0,RadialDistribution_ZernikePhase_Fluorescence_4_2,RadialDistribution_ZernikePhase_Fluorescence_4_4,RadialDistribution_ZernikePhase_Fluorescence_5_1,RadialDistribution_ZernikePhase_Fluorescence_5_3,RadialDistribution_ZernikePhase_Fluorescence_5_5,RadialDistribution_ZernikePhase_Fluorescence_6_0,RadialDistribution_ZernikePhase_Fluorescence_6_2,RadialDistribution_ZernikePhase_Fluorescence_6_4,RadialDistribution_ZernikePhase_Fluorescence_6_6,RadialDistribution_ZernikePhase_Fluorescence_7_1,RadialDistribution_ZernikePhase_Fluorescence_7_3,RadialDistribution_ZernikePhase_Fluorescence_7_5,RadialDistribution_ZernikePhase_Fluorescence_7_7,RadialDistribution_ZernikePhase_Fluorescence_8_0,RadialDistribution_ZernikePhase_Fluorescence_8_2,RadialDistribution_ZernikePhase_Fluorescence_8_4,RadialDistribution_ZernikePhase_Fluorescence_8_6,RadialDistribution_ZernikePhase_Fluorescence_8_8,RadialDistribution_ZernikePhase_Fluorescence_9_1,RadialDistribution_ZernikePhase_Fluorescence_9_3,RadialDistribution_ZernikePhase_Fluorescence_9_5,RadialDistribution_ZernikePhase_Fluorescence_9_7,RadialDistribution_ZernikePhase_Fluorescence_9_9
69,1,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-45_c4.jpg,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-45_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1504.460806689551,1046.4971476780645,1,1,0.016655961,0.05539839,0.108201854,0.17004555,0.25524378,0.3944544,0.8402062641569191,0.8153330708790827,0.8818500484058315,0.934440300747999,1.0229897248808721,1.1016788838948806,0.12717841354882292,0.0627123219253691,0.09521440428573615,0.08510857784388938,0.10271542826590956,0.04416246338078165,0.09578379443868128,0.0030830973284468773,0.010474827112039209,0.0036820215579583325,0.0007513198540165712,0.002239137175753515,0.012839823066356656,0.0011964053020351072,0.0015934861471731071,0.0005691271963923219,0.0004248464906320963,0.0012407763341706528,0.005117810340429675,0.0013059308502419912,0.0010170617797018219,0.0001577975248041565,0.0005552530985144087,0.0015263186864128185,0.0008335590963335203,0.0006473439044410169,0.00044737187781113293,0.0014721963791336692,0.0005449322064529717,0.000390321111577937,0.0007811650235490408,0.00016538737724174424,0.0004553142455692127,0.0009111809499590443,0.0007022681844778678,0.0006392440688755879,1.5707963267948966,2.4282273452383203,-1.5707963267948966,0.03542548267865763,-0.735950969828277,-2.2088710816313664,-1.5707963267948966,-0.13084953568444388,0.16850576767140366,-1.0064831188428547,-0.3889238168689473,0.6048989369781399,-1.5707963267948966,3.0486290733827888,-2.7016107322156153,-0.6114623552408784,-0.6238404473446271,1.2805978167837724,2.661397154815209,-0.009704717936669651,1.5707963267948966,-2.992142023442585,-2.295992684041868,-0.24001139853442288,-1.3218544661201235,0.5025611282564597,1.4238474664061767,-2.9342815902401282,-2.9647639724144015,1.3510289242312903
70,1,EF5Day7-6_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-30_c4.jpg,EF5Day7-6_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-30_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1627.0824790841216,1007.550018283813,1,1,0.008086313,0.032849062,0.099327534,0.19977342,0.29467475,0.36528894,0.6027590913165992,0.6807220179636042,0.9452862662586101,1.1545582806512351,1.1632730992558935,0.8977225973107413,0.07221671712409329,0.26209144301128456,0.43144579891175694,0.43652400660894636,0.336821848734649,0.2769922047969017,0.1306370713244821,0.023342230911860214,0.03623564317547831,0.0184279798492012,0.00856810596288513,0.005424268262675158,0.001150573233583006,0.016000689174353863,0.007974086357096748,0.002921617745655678,0.0031143964763072677,0.0032906243362999157,0.008401039569870832,0.006857746178181201,0.009268673179458772,0.0034165558777949257,0.0018969045212262725,0.0009494071331062422,0.003135878090730941,0.0016393284086286908,0.0024611944501647873,0.0037720392330959107,0.00402970318613674,0.005143287843463235,0.0019310390807721998,0.0019667566221120347,0.00020588381689649155,0.00038998004127930756,0.0026032585254825843,0.000755338923407796,1.5707963267948966,-0.495083685095655,-1.5707963267948966,0.7470694879541244,2.8863140084855665,-1.2453027249492261,1.5707963267948966,-2.5339506431389127,-0.23334349615006414,2.6556155329686253,1.7478087841111196,-2.2049355851174273,-1.5707963267948966,0.6713399913713948,2.815557959166105,-1.116545286897575,2.417593104633185,2.167303154189825,0.7261361195629508,-2.8248137699485403,1.5707963267948966,-2.1757417923245836,-0.3817612934550421,1.971364801952162,-2.5218465048774403,0.03815206635916819,0.14764857437322607,3.1281870913772885,-0.04469090799111102,1.0540857913649941
71,1,EF5Day7-6_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-29_c4.jpg,EF5Day7-6_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-29_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1565.6870021894906,1107.380333402048,1,1,0.019126149,0.059006445,0.11153109,0.17486262,0.2531939,0.38227975,0.8795407294902831,0.8542599460079181,0.9161172328436983,0.9653527885011735,1.0132230716166608,1.0725848950232268,0.07878910159875054,0.09333720664701191,0.07480571365392301,0.049627207631044966,0.08478830486641951,0.06159335607214668,0.0690138010836207,0.0014777014641511352,0.007517855051314934,0.0027274303137422603,0.001058748918881189,0.0004366736332463969,0.007895349546673276,0.0009123440671172102,0.0011356562714540238,0.00016319511771154452,0.0003549899070928726,0.0002117541885863392,0.003275630918903522,0.00015135143990134434,0.0007826308124886985,0.0008180629112443117,0.0005742987821456663,0.0003977454102631217,0.000255218129988136,0.0004871854538024701,0.0003895193901636933,0.0008691527208568669,0.0005611949050094396,0.00039846287164343395,0.00047142706679255067,0.0009455300232445958,0.0001942420057527307,0.0002920982433348695,0.0003313797812663157,0.00031763389618992484,1.5707963267948966,-1.7970841699540037,-1.5707963267948966,2.804570211066383,-1.241575932078762,1.592613816590788,-1.5707963267948966,2.3257306152853845,2.5632918623991516,2.7488203755941703,-2.521515875938735,-0.5509532469930625,-1.5707963267948966,1.024608138495659,-2.644512697327903,-1.6391660581171246,1.454340516693003,-0.2726765991883605,-2.8576771892897703,1.3071880314740227,-1.5707963267948966,-0.37601125445536876,-0.6420736759502179,2.149178228443716,2.671658678548537,1.2945063774071484,-0.2818195096368038,0.291655334603432,-1.344598634754632,-0.45792143014653003
72,1,EF5Day7-6_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-28_c4.jpg,EF5Day7-6_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-28_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1550.553406418193,1003.8059973888818,1,1,0.017672295,0.049389683,0.0996513,0.16172475,0.268547,0.40301502,0.9283923014108072,0.7936820310531033,0.877510892711188,0.9285221492972061,1.0711189309812446,1.059773588444364,0.10472431944224646,0.16112071996091368,0.12459067410678494,0.11671299666997671,0.14138640834590946,0.12955363142949522,0.08588815458399214,0.005176565388656211,0.008372417558827325,0.0034861033334652957,0.0015728382987772553,0.0018183452649864747,0.011047690152238167,0.0017205420174395123,0.0014793399605587975,0.001636281323910587,0.000955283073536243,0.0013327133411924728,0.003894703395962829,0.0004797792048030035,0.0005548886803818916,0.0011970695604284264,0.0015368639743635504,0.0006932480959649601,0.0007019087660000272,0.0009579848196829611,0.00022125066700600122,0.0018549254883243524,0.0007670949581360081,7.858426750053887e-05,0.000742312848519681,0.00016748243358127605,0.00047282468015271377,0.0004366900781241573,0.0008068604744674285,0.0005587669859921282,1.5707963267948966,-1.5882668101904651,-1.5707963267948966,2.6523282564830173,-3.046611378007478,1.3802857004186564,-1.5707963267948966,-2.61318039702877,2.672777324682729,1.068923567002504,-0.7682487373861709,-2.5791873679761026,-1.5707963267948966,-2.3481650764078084,-1.2151987118172354,-2.239593938904982,0.8676895678467735,-2.1101681093843387,0.9703707224783482,0.21302318163329667,1.5707963267948966,0.07345073713852225,-0.9478425887751217,-1.6617986024658178,0.1112615781948938,-0.8197052937630984,2.856614208511005,-0.23939971768569784,-2.5305233371369873,3.053068976498256
73,1,EF5Day9-11_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-54_c4.jpg,EF5Day9-11_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-54_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1509.496101493632,1143.2692974474458,1,1,0.017140547,0.05830103,0.11301842,0.1764661,0.24957736,0.38549656,0.7633844743922154,0.8204559238134387,0.9106556859529216,0.9686011626689055,1.0064877258951537,1.0944594601380018,0.12358320260344405,0.10371466019782512,0.07885680708541346,0.05354895181745092,0.05231206054535886,0.06971422649708317,0.08422623811580693,0.003509756932481304,0.00795206202862929,0.003946313576090127,0.0020990295120300886,0.0011893996366277649,0.009624964606191383,0.0015375410634130137,0.0005837261204741014,0.00044806482441380114,0.00066333999515691,0.00021923554768513834,0.004160620374490372,0.0008039896258089201,0.0004495585162448992,0.00018498724478852304,0.0013713345313543224,0.0006476001053036769,0.00019473308565344592,0.0004000451190130516,0.0012655768322670795,0.0011630611469550284,0.00031840500697135775,7.713679454179308e-05,0.0001276094572740755,0.0011285056209560376,0.0006914034316154369,0.00021746554699421562,0.00019451348018545517,0.0005437719005886721,1.5707963267948966,0.3174772348280504,-1.5707963267948966,1.790410973920561,1.255654579529586,-0.48016996064677026,-1.5707963267948966,2.194814546915514,-2.1328059718090113,-2.6999505898195895,1.117738167671293,-2.2849714891370247,-1.5707963267948966,-1.4946240687087926,2.6435170888779504,-3.012171822986731,-2.6432888953342943,1.7986151039104374,0.2874190559043401,-0.7146467359861077,-1.5707963267948966,-1.216385462484373,1.6334753229643726,-1.1524139936999334,2.3172047598767302,-2.3362860495094258,2.842690677304211,0.3821852835931541,2.14284962008915,0.6735759491584912
74,1,EF5Day9-11_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-53_c4.jpg,EF5Day9-11_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-53_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1518.9491667446919,989.5940614318673,1,1,0.014036554,0.059689783,0.11893617,0.176882,0.24689436,0.3835611,0.7089119751537635,0.8877876234754344,0.9715437575946909,0.9655273809039304,0.976650408715109,1.0818208031774035,0.2243200008453151,0.16376489364876157,0.11689234405586005,0.10726309296512143,0.07906209940419266,0.09203237084909374,0.07455998003321299,0.001513824996560984,0.009012531888765432,0.004164142918241435,0.001004100529291423,0.00037501658008812764,0.007702152949143232,0.002352030290615644,0.0010413292271902524,0.0006986470914116163,0.0006676307887725039,0.000715930241441853,0.0031619061724172497,0.0007942012216583691,0.0004638850236877445,0.0002138143220775799,0.0008978420830127582,0.0007007013942492846,0.0003172819366033979,0.00042638919920351436,0.000591418203643327,0.0019773159821474106,0.0005664258864829058,0.0005456042088271687,0.0006751313589008846,0.0004483112412337682,0.00026071421528990347,8.166763631228416e-05,0.0003796645799624752,7.754571612705184e-05,1.5707963267948966,-1.0702500410064069,-1.5707963267948966,2.190821996595957,1.2761402559112711,-2.048671226034815,-1.5707963267948966,1.7619371279434572,1.7919736168402811,-1.079652189177496,2.9440377374929216,-2.478992857658183,-1.5707963267948966,-0.5189878690180574,2.509685511530582,-1.8312066278183432,3.059435367186655,0.22427592219566148,0.9595673076267359,-2.7640388093249126,-1.5707963267948966,-1.165107609117018,-2.8501432530515025,2.869037250278368,-1.7452099332144675,-2.50038546596869,-0.8407063258917646,-0.09928077284636179,-0.5590755351712132,-2.7396115354119743
75,1,EF5Day9-11_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-52_c4.jpg,EF5Day9-11_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-52_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1583.5005538219639,1098.992774198412,1,1,0.01884923,0.06213816,0.114975706,0.17695214,0.24874361,0.37834114,0.8828451386393246,0.905958501030199,0.9481722630310652,0.986926545117433,1.0053746848044032,1.0448792025840645,0.14926529626165294,0.07647375437475308,0.08111368724354667,0.05962689389559671,0.07662493402720588,0.12111384117755522,0.07005295017691832,0.004050381610302666,0.00963168849304239,0.0032822138810932253,0.002304830145041296,0.0009051822274962433,0.006905750610617007,0.0007164500507925535,0.00040214117441150505,0.0019065689841250744,0.000663472526418333,0.0005231987042528824,0.0022511856806104176,0.0007802050785600993,0.0004529170797163422,0.0002623351363241257,0.0019150797198686986,0.0006572872314318653,0.00025891604609533104,3.958143953613787e-05,0.0009607730137876125,0.0011721338464241611,0.0003045619738870204,0.0002309905641143804,0.0001561982651084979,0.0005610673270760207,0.0003333890716895191,0.00020176339335592857,0.00029734455254504493,0.00017804079630592874,1.5707963267948966,2.606553880598902,-1.5707963267948966,-0.1495660866357116,2.0016097765209113,2.9760715584517445,-1.5707963267948966,-0.1896706311385551,-3.007772894499045,-0.47462094078112543,0.8912555347236293,1.6281835538977147,-1.5707963267948966,2.79154861186661,-2.406308939651289,0.5965531023365117,-0.913170544610921,-0.26444209506347965,-1.29250500420623,-0.9807361610890337,-1.5707963267948966,3.000536502074965,-0.913836054331474,-1.8064334526454455,-2.1739117603231666,-1.2977637765640075,-1.0144638918224658,-1.6004454496911604,0.048992091857830884,0.496752339752368
76,1,EF5Day9-11_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-51_c4.jpg,EF5Day9-11_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-51_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1561.2320405059027,1027.8094133650063,1,1,0.018018587,0.06546769,0.11593096,0.17348985,0.25379866,0.37329426,0.8010840964488544,0.9201481736532029,0.9349828828334206,0.956230831637565,1.0281416271108255,1.0542570302648004,0.1473825698494871,0.07670642174193636,0.04242265513364147,0.0565984513056791,0.029604697039773174,0.10312378609276376,0.07442976462469875,0.0018275562714048733,0.007210155653749381,0.002119545220769916,0.0012807981589746844,0.00017608560648373845,0.008148403849663944,0.0009220798341508839,0.000729392374917078,0.00034422491699379455,0.00027899515187689537,0.0007504836085819092,0.004291519239984601,0.00042663881202389595,0.00016037023886313463,0.00020912517345702522,0.0009580386310435533,9.751780122443033e-05,0.00027336562679284606,0.0005932625773481131,0.0012628760944277293,0.0006796112917461417,0.0003232254690846448,0.00029991531778890055,0.0002716315930096607,0.0004064563066540046,0.00013573477642166515,0.0003735051232793368,0.00030347481227767695,0.00018015205429036156,1.5707963267948966,3.0142360099781644,-1.5707963267948966,-2.0307806067537912,2.3760632764135425,2.0163459875989425,-1.5707963267948966,-1.799824979071173,1.1283895401924797,-0.5617180006914798,0.0844521996651735,2.414740868725516,-1.5707963267948966,-0.3510303955295947,1.772045791627022,3.033169445870894,-0.38953661904983883,-1.8927707697265563,-0.6768561522229121,-0.8794134031418013,-1.5707963267948966,0.9640707519025863,-2.4534556524294033,-0.9086375620910077,1.504064169966397,-0.8400528869132657,-1.9091574528546105,-1.2459130831259682,2.3490405398283443,0.7109630479596522
77,1,EF5Day9-14_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1_1-Image Export-81_c4.jpg,EF5Day9-14_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1_1-Image Export-81_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1596.9871207639026,1074.4039913595232,1,1,0.024879253,0.07555381,0.123038016,0.18160291,0.24413924,0.3507868,1.1603080471744218,1.116501249614254,1.0365696374718614,1.0357623418790953,1.0116343044676028,0.9341200044619801,0.054319768690041716,0.03590200342047132,0.06776167988924957,0.07519301377293063,0.11683333605156151,0.09814568924733331,0.10043169214395717,0.0027380776935956638,0.017462735695193302,0.0027768811129496845,0.0008280570752300173,0.0017870019654354042,0.008929255510692995,0.0005781918669259463,0.0009276063848625193,0.0005713373347430034,0.0015209454732635845,0.0004529969076669835,0.004372613535399851,0.000784284301766115,0.0012384338122571129,0.0005619705764057663,0.0009740363953123583,0.0002677689807814707,0.00046307896237736276,0.0008834117621555049,0.0002656853626231877,0.0007614059860242705,0.0006561049609240146,0.0007234766735627202,0.00037890383481230304,5.208698125041897e-05,0.00032965945539818086,0.0002862516182564377,0.0010275640306709154,0.0005214783624031148,1.5707963267948966,-1.4903545989194495,-1.5707963267948966,0.44978978525780194,-0.1851035718453667,0.4652168076430244,-1.5707963267948966,-1.416243239998115,-1.0285687074897871,1.869065397564086,-3.018667514416839,1.324482436105069,-1.5707963267948966,-1.4493363519396079,-2.5693789682009,-0.9352953302792003,2.5676523439541987,0.9365119212934158,-1.7146441628146758,3.094197253709314,1.5707963267948966,2.5213109295296063,1.200192568009799,2.9168487404349186,2.97008508085893,0.9542421947447391,-2.191363571611051,1.1074553760007337,-0.06394642297425263,0.02274417484192899
78,1,EF5Day9-14_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1_2-Image Export-82_c4.jpg,EF5Day9-14_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1_2-Image Export-82_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1619.0270746805938,1061.8005994630437,1,1,0.027375966,0.07769208,0.12720874,0.18650734,0.2422955,0.33892035,1.340387674971609,1.1814961399014614,1.087588702133038,1.069453611334107,1.0018630667926747,0.8904550350444067,0.11369088276462637,0.1465709522184706,0.2553076071338594,0.23133206685178856,0.1738394728533862,0.09657438119351404,0.06745596871580857,0.0055324625164729045,0.016659366573958428,0.0024575817801774707,0.00305444313769877,0.00045618191750941003,0.005509555988336911,0.001088723382365274,0.001490598704086832,0.0011360624105089428,0.00035166411133452066,0.00032820830985127455,0.0010766321079303694,0.0009712936055121154,0.0002695343363184974,0.000804031759076074,0.0006600508447912903,0.0010368349052068731,0.00017230618135348748,0.00027281126883294346,0.0016020332489744906,0.0007290160406941275,0.0007190839252855096,0.00023624801964924652,0.00047087645108948647,0.0004214578981452892,0.00022473069990060866,0.00017128015285461793,6.36512221483609e-05,5.10435147793806e-05,1.5707963267948966,-1.3601933082602256,-1.5707963267948966,1.3015034729116854,1.4960159906402704,2.942661554220731,-1.5707963267948966,2.5746250215077313,2.4177733920069358,-2.2241949750399153,1.2353314869858942,-0.6327294103781688,-1.5707963267948966,-1.8686778720219943,-1.0501205959875157,2.166628265163668,1.7307979074805198,-0.5851202411142272,1.388723425001134,-1.1600177529093245,1.5707963267948966,-1.282684809153267,-0.18457985649745895,-2.9281822185935003,2.7366443086835273,2.6464071315290822,-2.8669286892788395,2.667569010575022,-1.0434853519483502,-0.4065633507070547
79,1,EF5Day9-14_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-79_c4.jpg,EF5Day9-14_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-79_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1609.699766969978,1153.2099051524087,1,1,0.021582853,0.07035785,0.12630862,0.18926635,0.26130903,0.33117524,1.1564233116081368,1.1256326622728172,1.1206568977262417,1.1259977747687404,1.10445282638715,0.8249716185426291,0.10799596591179951,0.09335525473922127,0.09124260306079332,0.11226311260709733,0.10503435963784166,0.1007275345839543,0.09893614901171757,0.006801531334276819,0.034949123373014965,0.00476780381762125,0.003348512076316117,0.0022764662116991482,0.0061330091787030125,0.0014812890655026693,0.0007369670293836164,0.002633276774523532,0.0017675528261840725,0.0001733355764955728,0.004760555733310422,0.0019153415479593531,0.001013513887770445,0.0004773248606025737,0.00109958802002577,0.0017505644152253177,0.0005302133325771327,8.527936995559885e-05,0.0020043193128519345,0.000606372232327314,0.0006306558677933186,0.0005924137908554281,0.00028484868225411814,0.0011153895181245865,0.00014841090534891871,0.00018237064191469214,0.0004511470745611782,0.00015962058063216628,1.5707963267948966,-0.8960091969951113,-1.5707963267948966,-0.7937998167617072,1.206224054771352,-2.70501289098248,-1.5707963267948966,2.5349668177642557,-1.3302449916221584,2.7844707945049882,1.2680740499043244,3.1304166678478427,1.5707963267948966,2.514687234604963,1.6734991095910978,3.058268843036713,-2.600297611452519,-0.666364415620409,0.1829386228504466,1.7562782738754172,1.5707963267948966,1.787449981515236,3.0437161834507194,-0.1123826742669703,2.471990289488119,-1.0105945645136953,0.4780399268554614,2.543008594836837,-0.4636805179009128,0.5278703762012912
80,1,EF5Day9-14_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-80_c4.jpg,EF5Day9-14_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-80_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1588.7076021250891,1051.9643463972761,1,1,0.02321811,0.078258984,0.1380291,0.19202119,0.2426766,0.32579607,1.1774901161177354,1.191179493772461,1.165112456699838,1.0847140106360498,0.9856833567724049,0.8737093401751286,0.05920879901090323,0.08354874793632097,0.06684719012630037,0.14510462574675462,0.16684944158905463,0.06604658815402742,0.06423008002403398,0.004080687147032793,0.01350162307889616,0.0012944615033763376,0.0021828104001024857,0.0015354908334135101,0.004097004429071114,0.0005744399150327793,0.0005655087325225305,0.0006877298825602745,0.0005003963413785663,0.0003362995610057585,0.0017361513500076197,0.0008479564684115408,0.00040399630552813133,0.00032465384786964477,0.0008004958619626003,0.0006120296840034899,0.0007816887470909854,0.0005280791002196988,0.0001527350977914267,0.0003284007519295969,0.00031193697797895543,0.0005411640444214461,0.00045192949824591415,0.0005603310974056334,0.00020919021037950204,0.00010398383339673225,0.00026378429959942554,0.00033386499330367755,1.5707963267948966,-0.4930489674367553,-1.5707963267948966,2.592018624749713,1.6351501191345603,2.851947601026832,-1.5707963267948966,2.859575391215278,-1.751919405321494,-2.6217016383725316,1.4446881520900974,0.49478415251649477,-1.5707963267948966,-1.3281598138590496,1.795098964163572,2.041102619001107,-1.8306144401469642,-0.38747184299029325,-3.050528065612676,1.235981817828723,-1.5707963267948966,0.06638107597372124,0.9342897279959996,-1.7585117385748987,-1.844560978240241,-3.025456308257196,-0.8128664979784751,1.8859436040446513,-0.5800217581969591,-2.212925197461377
